id,path,target
SOI (901),./data/SOI/SOI (901).png,3
MCWI (357),./data/MCWI/MCWI (357).png,2
CI (1),./data/CI/CI (1).png,0
CI (407),./data/CI/CI (407).png,0
CI (795),./data/CI/CI (795).png,0
MCWI (551),./data/MCWI/MCWI (551).png,2
CI (112),./data/CI/CI (112).png,0
SOI (633),./data/SOI/SOI (633).png,3
SOI (261),./data/SOI/SOI (261).png,3
CI (686),./data/CI/CI (686).png,0
SOI (156),./data/SOI/SOI (156).png,3
CWI (736),./data/CWI/CWI (736).png,1
CWI (952),./data/CWI/CWI (952).png,1
CWI (962),./data/CWI/CWI (962).png,1
SOI (562),./data/SOI/SOI (562).png,3
CI (794),./data/CI/CI (794).png,0
MCWI (1179),./data/MCWI/MCWI (1179).png,2
MCWI (221),./data/MCWI/MCWI (221).png,2
MCWI (425),./data/MCWI/MCWI (425).png,2
CWI (143),./data/CWI/CWI (143).png,1
CWI (1075),./data/CWI/CWI (1075).png,1
CWI (1039),./data/CWI/CWI (1039).png,1
CWI (815),./data/CWI/CWI (815).png,1
CI (120),./data/CI/CI (120).png,0
SOI (1117),./data/SOI/SOI (1117).png,3
MCWI (326),./data/MCWI/MCWI (326).png,2
SOI (368),./data/SOI/SOI (368).png,3
CI (997),./data/CI/CI (997).png,0
MCWI (673),./data/MCWI/MCWI (673).png,2
CWI (913),./data/CWI/CWI (913).png,1
CWI (5),./data/CWI/CWI (5).png,1
CWI (58),./data/CWI/CWI (58).png,1
SOI (575),./data/SOI/SOI (575).png,3
CI (961),./data/CI/CI (961).png,0
MCWI (1011),./data/MCWI/MCWI (1011).png,2
SOI (578),./data/SOI/SOI (578).png,3
CI (572),./data/CI/CI (572).png,0
CI (862),./data/CI/CI (862).png,0
CWI (83),./data/CWI/CWI (83).png,1
CWI (459),./data/CWI/CWI (459).png,1
CWI (1023),./data/CWI/CWI (1023).png,1
CWI (487),./data/CWI/CWI (487).png,1
MCWI (675),./data/MCWI/MCWI (675).png,2
CI (864),./data/CI/CI (864).png,0
CWI (99),./data/CWI/CWI (99).png,1
CI (807),./data/CI/CI (807).png,0
CI (609),./data/CI/CI (609).png,0
CI (270),./data/CI/CI (270).png,0
SOI (875),./data/SOI/SOI (875).png,3
SOI (953),./data/SOI/SOI (953).png,3
SOI (129),./data/SOI/SOI (129).png,3
CI (458),./data/CI/CI (458).png,0
CI (373),./data/CI/CI (373).png,0
CWI (656),./data/CWI/CWI (656).png,1
MCWI (963),./data/MCWI/MCWI (963).png,2
CI (42),./data/CI/CI (42).png,0
SOI (787),./data/SOI/SOI (787).png,3
CI (769),./data/CI/CI (769).png,0
CI (302),./data/CI/CI (302).png,0
MCWI (805),./data/MCWI/MCWI (805).png,2
SOI (601),./data/SOI/SOI (601).png,3
CI (645),./data/CI/CI (645).png,0
CWI (291),./data/CWI/CWI (291).png,1
CWI (1033),./data/CWI/CWI (1033).png,1
CI (1001),./data/CI/CI (1001).png,0
MCWI (414),./data/MCWI/MCWI (414).png,2
SOI (741),./data/SOI/SOI (741).png,3
CI (883),./data/CI/CI (883).png,0
CI (684),./data/CI/CI (684).png,0
MCWI (417),./data/MCWI/MCWI (417).png,2
CWI (922),./data/CWI/CWI (922).png,1
MCWI (15),./data/MCWI/MCWI (15).png,2
SOI (159),./data/SOI/SOI (159).png,3
MCWI (273),./data/MCWI/MCWI (273).png,2
MCWI (238),./data/MCWI/MCWI (238).png,2
CWI (1195),./data/CWI/CWI (1195).png,1
SOI (941),./data/SOI/SOI (941).png,3
MCWI (315),./data/MCWI/MCWI (315).png,2
SOI (1171),./data/SOI/SOI (1171).png,3
MCWI (1108),./data/MCWI/MCWI (1108).png,2
CWI (409),./data/CWI/CWI (409).png,1
CI (710),./data/CI/CI (710).png,0
SOI (944),./data/SOI/SOI (944).png,3
MCWI (723),./data/MCWI/MCWI (723).png,2
MCWI (633),./data/MCWI/MCWI (633).png,2
SOI (118),./data/SOI/SOI (118).png,3
MCWI (976),./data/MCWI/MCWI (976).png,2
MCWI (777),./data/MCWI/MCWI (777).png,2
SOI (529),./data/SOI/SOI (529).png,3
CWI (109),./data/CWI/CWI (109).png,1
CWI (951),./data/CWI/CWI (951).png,1
CWI (177),./data/CWI/CWI (177).png,1
SOI (585),./data/SOI/SOI (585).png,3
MCWI (891),./data/MCWI/MCWI (891).png,2
MCWI (463),./data/MCWI/MCWI (463).png,2
CI (242),./data/CI/CI (242).png,0
SOI (746),./data/SOI/SOI (746).png,3
SOI (903),./data/SOI/SOI (903).png,3
MCWI (921),./data/MCWI/MCWI (921).png,2
MCWI (388),./data/MCWI/MCWI (388).png,2
CWI (154),./data/CWI/CWI (154).png,1
SOI (924),./data/SOI/SOI (924).png,3
CWI (1101),./data/CWI/CWI (1101).png,1
CI (623),./data/CI/CI (623).png,0
SOI (14),./data/SOI/SOI (14).png,3
CWI (1153),./data/CWI/CWI (1153).png,1
MCWI (242),./data/MCWI/MCWI (242).png,2
CWI (223),./data/CWI/CWI (223).png,1
CWI (944),./data/CWI/CWI (944).png,1
SOI (801),./data/SOI/SOI (801).png,3
CI (330),./data/CI/CI (330).png,0
CI (144),./data/CI/CI (144).png,0
MCWI (403),./data/MCWI/MCWI (403).png,2
CWI (32),./data/CWI/CWI (32).png,1
CWI (39),./data/CWI/CWI (39).png,1
CI (90),./data/CI/CI (90).png,0
MCWI (442),./data/MCWI/MCWI (442).png,2
CI (873),./data/CI/CI (873).png,0
CI (374),./data/CI/CI (374).png,0
CWI (120),./data/CWI/CWI (120).png,1
CWI (159),./data/CWI/CWI (159).png,1
CI (388),./data/CI/CI (388).png,0
MCWI (487),./data/MCWI/MCWI (487).png,2
SOI (1159),./data/SOI/SOI (1159).png,3
CI (526),./data/CI/CI (526).png,0
SOI (1062),./data/SOI/SOI (1062).png,3
CWI (444),./data/CWI/CWI (444).png,1
SOI (778),./data/SOI/SOI (778).png,3
SOI (912),./data/SOI/SOI (912).png,3
SOI (732),./data/SOI/SOI (732).png,3
MCWI (594),./data/MCWI/MCWI (594).png,2
MCWI (173),./data/MCWI/MCWI (173).png,2
MCWI (186),./data/MCWI/MCWI (186).png,2
CI (774),./data/CI/CI (774).png,0
MCWI (504),./data/MCWI/MCWI (504).png,2
CWI (210),./data/CWI/CWI (210).png,1
SOI (627),./data/SOI/SOI (627).png,3
SOI (913),./data/SOI/SOI (913).png,3
SOI (987),./data/SOI/SOI (987).png,3
CI (1182),./data/CI/CI (1182).png,0
CI (329),./data/CI/CI (329).png,0
SOI (1075),./data/SOI/SOI (1075).png,3
SOI (330),./data/SOI/SOI (330).png,3
CWI (771),./data/CWI/CWI (771).png,1
MCWI (127),./data/MCWI/MCWI (127).png,2
CI (337),./data/CI/CI (337).png,0
CI (501),./data/CI/CI (501).png,0
CI (896),./data/CI/CI (896).png,0
CI (908),./data/CI/CI (908).png,0
CI (703),./data/CI/CI (703).png,0
CI (801),./data/CI/CI (801).png,0
SOI (605),./data/SOI/SOI (605).png,3
CWI (725),./data/CWI/CWI (725).png,1
CI (709),./data/CI/CI (709).png,0
CWI (573),./data/CWI/CWI (573).png,1
CI (38),./data/CI/CI (38).png,0
CWI (342),./data/CWI/CWI (342).png,1
CI (257),./data/CI/CI (257).png,0
CWI (1069),./data/CWI/CWI (1069).png,1
SOI (628),./data/SOI/SOI (628).png,3
CWI (98),./data/CWI/CWI (98).png,1
CWI (1082),./data/CWI/CWI (1082).png,1
CWI (688),./data/CWI/CWI (688).png,1
SOI (587),./data/SOI/SOI (587).png,3
SOI (767),./data/SOI/SOI (767).png,3
SOI (1092),./data/SOI/SOI (1092).png,3
SOI (141),./data/SOI/SOI (141).png,3
CI (395),./data/CI/CI (395).png,0
SOI (1073),./data/SOI/SOI (1073).png,3
CI (323),./data/CI/CI (323).png,0
CWI (926),./data/CWI/CWI (926).png,1
SOI (1103),./data/SOI/SOI (1103).png,3
MCWI (161),./data/MCWI/MCWI (161).png,2
MCWI (349),./data/MCWI/MCWI (349).png,2
SOI (106),./data/SOI/SOI (106).png,3
SOI (938),./data/SOI/SOI (938).png,3
CWI (243),./data/CWI/CWI (243).png,1
SOI (1110),./data/SOI/SOI (1110).png,3
CI (841),./data/CI/CI (841).png,0
CWI (1079),./data/CWI/CWI (1079).png,1
MCWI (117),./data/MCWI/MCWI (117).png,2
MCWI (86),./data/MCWI/MCWI (86).png,2
CWI (253),./data/CWI/CWI (253).png,1
SOI (791),./data/SOI/SOI (791).png,3
CI (1054),./data/CI/CI (1054).png,0
CI (115),./data/CI/CI (115).png,0
CI (7),./data/CI/CI (7).png,0
SOI (347),./data/SOI/SOI (347).png,3
MCWI (208),./data/MCWI/MCWI (208).png,2
CWI (567),./data/CWI/CWI (567).png,1
MCWI (1169),./data/MCWI/MCWI (1169).png,2
CI (96),./data/CI/CI (96).png,0
CWI (1009),./data/CWI/CWI (1009).png,1
SOI (1154),./data/SOI/SOI (1154).png,3
CI (822),./data/CI/CI (822).png,0
SOI (245),./data/SOI/SOI (245).png,3
CWI (689),./data/CWI/CWI (689).png,1
CI (434),./data/CI/CI (434).png,0
SOI (671),./data/SOI/SOI (671).png,3
MCWI (583),./data/MCWI/MCWI (583).png,2
CI (788),./data/CI/CI (788).png,0
CI (697),./data/CI/CI (697).png,0
MCWI (538),./data/MCWI/MCWI (538).png,2
SOI (142),./data/SOI/SOI (142).png,3
CWI (836),./data/CWI/CWI (836).png,1
SOI (116),./data/SOI/SOI (116).png,3
MCWI (925),./data/MCWI/MCWI (925).png,2
MCWI (1008),./data/MCWI/MCWI (1008).png,2
SOI (756),./data/SOI/SOI (756).png,3
CI (993),./data/CI/CI (993).png,0
MCWI (998),./data/MCWI/MCWI (998).png,2
SOI (951),./data/SOI/SOI (951).png,3
MCWI (932),./data/MCWI/MCWI (932).png,2
MCWI (271),./data/MCWI/MCWI (271).png,2
CI (9),./data/CI/CI (9).png,0
CWI (1072),./data/CWI/CWI (1072).png,1
CI (904),./data/CI/CI (904).png,0
MCWI (1076),./data/MCWI/MCWI (1076).png,2
MCWI (507),./data/MCWI/MCWI (507).png,2
SOI (302),./data/SOI/SOI (302).png,3
MCWI (253),./data/MCWI/MCWI (253).png,2
MCWI (577),./data/MCWI/MCWI (577).png,2
CWI (19),./data/CWI/CWI (19).png,1
MCWI (774),./data/MCWI/MCWI (774).png,2
MCWI (1080),./data/MCWI/MCWI (1080).png,2
MCWI (1149),./data/MCWI/MCWI (1149).png,2
CI (153),./data/CI/CI (153).png,0
SOI (468),./data/SOI/SOI (468).png,3
SOI (181),./data/SOI/SOI (181).png,3
CI (276),./data/CI/CI (276).png,0
CWI (1193),./data/CWI/CWI (1193).png,1
MCWI (296),./data/MCWI/MCWI (296).png,2
CI (600),./data/CI/CI (600).png,0
MCWI (957),./data/MCWI/MCWI (957).png,2
SOI (285),./data/SOI/SOI (285).png,3
MCWI (78),./data/MCWI/MCWI (78).png,2
CI (314),./data/CI/CI (314).png,0
SOI (84),./data/SOI/SOI (84).png,3
MCWI (937),./data/MCWI/MCWI (937).png,2
MCWI (267),./data/MCWI/MCWI (267).png,2
MCWI (912),./data/MCWI/MCWI (912).png,2
CI (827),./data/CI/CI (827).png,0
CWI (1077),./data/CWI/CWI (1077).png,1
CWI (886),./data/CWI/CWI (886).png,1
SOI (524),./data/SOI/SOI (524).png,3
SOI (1170),./data/SOI/SOI (1170).png,3
MCWI (809),./data/MCWI/MCWI (809).png,2
SOI (127),./data/SOI/SOI (127).png,3
MCWI (177),./data/MCWI/MCWI (177).png,2
SOI (1133),./data/SOI/SOI (1133).png,3
CI (685),./data/CI/CI (685).png,0
MCWI (898),./data/MCWI/MCWI (898).png,2
SOI (709),./data/SOI/SOI (709).png,3
SOI (510),./data/SOI/SOI (510).png,3
CWI (172),./data/CWI/CWI (172).png,1
CI (737),./data/CI/CI (737).png,0
SOI (248),./data/SOI/SOI (248).png,3
CWI (56),./data/CWI/CWI (56).png,1
MCWI (581),./data/MCWI/MCWI (581).png,2
SOI (297),./data/SOI/SOI (297).png,3
CWI (463),./data/CWI/CWI (463).png,1
SOI (359),./data/SOI/SOI (359).png,3
MCWI (472),./data/MCWI/MCWI (472).png,2
CI (318),./data/CI/CI (318).png,0
CI (722),./data/CI/CI (722).png,0
MCWI (346),./data/MCWI/MCWI (346).png,2
SOI (749),./data/SOI/SOI (749).png,3
MCWI (185),./data/MCWI/MCWI (185).png,2
CWI (623),./data/CWI/CWI (623).png,1
MCWI (456),./data/MCWI/MCWI (456).png,2
CWI (433),./data/CWI/CWI (433).png,1
CI (339),./data/CI/CI (339).png,0
CWI (811),./data/CWI/CWI (811).png,1
CI (665),./data/CI/CI (665).png,0
CI (182),./data/CI/CI (182).png,0
SOI (872),./data/SOI/SOI (872).png,3
SOI (640),./data/SOI/SOI (640).png,3
CWI (670),./data/CWI/CWI (670).png,1
MCWI (840),./data/MCWI/MCWI (840).png,2
CI (849),./data/CI/CI (849).png,0
CWI (112),./data/CWI/CWI (112).png,1
CI (704),./data/CI/CI (704).png,0
CI (941),./data/CI/CI (941).png,0
CWI (914),./data/CWI/CWI (914).png,1
SOI (690),./data/SOI/SOI (690).png,3
SOI (902),./data/SOI/SOI (902).png,3
CI (1064),./data/CI/CI (1064).png,0
SOI (626),./data/SOI/SOI (626).png,3
CWI (923),./data/CWI/CWI (923).png,1
SOI (682),./data/SOI/SOI (682).png,3
CWI (123),./data/CWI/CWI (123).png,1
CI (1161),./data/CI/CI (1161).png,0
MCWI (788),./data/MCWI/MCWI (788).png,2
CWI (819),./data/CWI/CWI (819).png,1
CWI (602),./data/CWI/CWI (602).png,1
CWI (579),./data/CWI/CWI (579).png,1
SOI (479),./data/SOI/SOI (479).png,3
MCWI (1151),./data/MCWI/MCWI (1151).png,2
CI (354),./data/CI/CI (354).png,0
MCWI (613),./data/MCWI/MCWI (613).png,2
CI (580),./data/CI/CI (580).png,0
CWI (704),./data/CWI/CWI (704).png,1
CI (223),./data/CI/CI (223).png,0
MCWI (775),./data/MCWI/MCWI (775).png,2
MCWI (1166),./data/MCWI/MCWI (1166).png,2
CWI (93),./data/CWI/CWI (93).png,1
CI (796),./data/CI/CI (796).png,0
CWI (265),./data/CWI/CWI (265).png,1
SOI (819),./data/SOI/SOI (819).png,3
CI (1106),./data/CI/CI (1106).png,0
CI (570),./data/CI/CI (570).png,0
SOI (979),./data/SOI/SOI (979).png,3
SOI (728),./data/SOI/SOI (728).png,3
CWI (141),./data/CWI/CWI (141).png,1
CI (614),./data/CI/CI (614).png,0
CWI (845),./data/CWI/CWI (845).png,1
CI (967),./data/CI/CI (967).png,0
CI (985),./data/CI/CI (985).png,0
CI (293),./data/CI/CI (293).png,0
CI (20),./data/CI/CI (20).png,0
MCWI (493),./data/MCWI/MCWI (493).png,2
MCWI (1090),./data/MCWI/MCWI (1090).png,2
MCWI (556),./data/MCWI/MCWI (556).png,2
SOI (67),./data/SOI/SOI (67).png,3
SOI (865),./data/SOI/SOI (865).png,3
CI (189),./data/CI/CI (189).png,0
CI (17),./data/CI/CI (17).png,0
SOI (548),./data/SOI/SOI (548).png,3
CWI (813),./data/CWI/CWI (813).png,1
CWI (594),./data/CWI/CWI (594).png,1
MCWI (714),./data/MCWI/MCWI (714).png,2
CI (397),./data/CI/CI (397).png,0
CWI (814),./data/CWI/CWI (814).png,1
CWI (1015),./data/CWI/CWI (1015).png,1
SOI (48),./data/SOI/SOI (48).png,3
CI (544),./data/CI/CI (544).png,0
MCWI (883),./data/MCWI/MCWI (883).png,2
MCWI (65),./data/MCWI/MCWI (65).png,2
SOI (122),./data/SOI/SOI (122).png,3
CWI (131),./data/CWI/CWI (131).png,1
CI (787),./data/CI/CI (787).png,0
CI (1029),./data/CI/CI (1029).png,0
CWI (1102),./data/CWI/CWI (1102).png,1
CWI (496),./data/CWI/CWI (496).png,1
SOI (240),./data/SOI/SOI (240).png,3
SOI (544),./data/SOI/SOI (544).png,3
CWI (1157),./data/CWI/CWI (1157).png,1
SOI (471),./data/SOI/SOI (471).png,3
CWI (258),./data/CWI/CWI (258).png,1
CI (765),./data/CI/CI (765).png,0
CI (1049),./data/CI/CI (1049).png,0
CWI (870),./data/CWI/CWI (870).png,1
MCWI (146),./data/MCWI/MCWI (146).png,2
CI (4),./data/CI/CI (4).png,0
MCWI (1027),./data/MCWI/MCWI (1027).png,2
CWI (1048),./data/CWI/CWI (1048).png,1
SOI (497),./data/SOI/SOI (497).png,3
SOI (1000),./data/SOI/SOI (1000).png,3
SOI (1017),./data/SOI/SOI (1017).png,3
MCWI (448),./data/MCWI/MCWI (448).png,2
CWI (1160),./data/CWI/CWI (1160).png,1
SOI (826),./data/SOI/SOI (826).png,3
CWI (1095),./data/CWI/CWI (1095).png,1
CI (431),./data/CI/CI (431).png,0
CI (593),./data/CI/CI (593).png,0
SOI (341),./data/SOI/SOI (341).png,3
SOI (251),./data/SOI/SOI (251).png,3
CI (1074),./data/CI/CI (1074).png,0
CI (658),./data/CI/CI (658).png,0
CWI (685),./data/CWI/CWI (685).png,1
CI (960),./data/CI/CI (960).png,0
SOI (1166),./data/SOI/SOI (1166).png,3
CWI (146),./data/CWI/CWI (146).png,1
SOI (11),./data/SOI/SOI (11).png,3
SOI (272),./data/SOI/SOI (272).png,3
CI (1198),./data/CI/CI (1198).png,0
MCWI (769),./data/MCWI/MCWI (769).png,2
CI (477),./data/CI/CI (477).png,0
SOI (526),./data/SOI/SOI (526).png,3
MCWI (668),./data/MCWI/MCWI (668).png,2
MCWI (1089),./data/MCWI/MCWI (1089).png,2
SOI (459),./data/SOI/SOI (459).png,3
CWI (313),./data/CWI/CWI (313).png,1
CI (909),./data/CI/CI (909).png,0
CWI (925),./data/CWI/CWI (925).png,1
MCWI (383),./data/MCWI/MCWI (383).png,2
SOI (888),./data/SOI/SOI (888).png,3
MCWI (516),./data/MCWI/MCWI (516).png,2
CI (222),./data/CI/CI (222).png,0
SOI (104),./data/SOI/SOI (104).png,3
CWI (345),./data/CWI/CWI (345).png,1
SOI (976),./data/SOI/SOI (976).png,3
SOI (483),./data/SOI/SOI (483).png,3
MCWI (289),./data/MCWI/MCWI (289).png,2
MCWI (47),./data/MCWI/MCWI (47).png,2
SOI (363),./data/SOI/SOI (363).png,3
CI (1173),./data/CI/CI (1173).png,0
SOI (609),./data/SOI/SOI (609).png,3
MCWI (509),./data/MCWI/MCWI (509).png,2
SOI (420),./data/SOI/SOI (420).png,3
CWI (649),./data/CWI/CWI (649).png,1
CI (761),./data/CI/CI (761).png,0
MCWI (35),./data/MCWI/MCWI (35).png,2
MCWI (189),./data/MCWI/MCWI (189).png,2
SOI (1058),./data/SOI/SOI (1058).png,3
SOI (276),./data/SOI/SOI (276).png,3
CWI (180),./data/CWI/CWI (180).png,1
CWI (1146),./data/CWI/CWI (1146).png,1
CI (420),./data/CI/CI (420).png,0
SOI (1048),./data/SOI/SOI (1048).png,3
CI (163),./data/CI/CI (163).png,0
SOI (1097),./data/SOI/SOI (1097).png,3
MCWI (806),./data/MCWI/MCWI (806).png,2
SOI (860),./data/SOI/SOI (860).png,3
CWI (1119),./data/CWI/CWI (1119).png,1
SOI (355),./data/SOI/SOI (355).png,3
CI (195),./data/CI/CI (195).png,0
MCWI (776),./data/MCWI/MCWI (776).png,2
CWI (510),./data/CWI/CWI (510).png,1
SOI (672),./data/SOI/SOI (672).png,3
SOI (1116),./data/SOI/SOI (1116).png,3
CI (428),./data/CI/CI (428).png,0
CWI (337),./data/CWI/CWI (337).png,1
CWI (564),./data/CWI/CWI (564).png,1
SOI (652),./data/SOI/SOI (652).png,3
CI (190),./data/CI/CI (190).png,0
SOI (56),./data/SOI/SOI (56).png,3
SOI (38),./data/SOI/SOI (38).png,3
MCWI (14),./data/MCWI/MCWI (14).png,2
CI (93),./data/CI/CI (93).png,0
MCWI (166),./data/MCWI/MCWI (166).png,2
CI (877),./data/CI/CI (877).png,0
CI (1194),./data/CI/CI (1194).png,0
CI (108),./data/CI/CI (108).png,0
MCWI (361),./data/MCWI/MCWI (361).png,2
MCWI (511),./data/MCWI/MCWI (511).png,2
CWI (1178),./data/CWI/CWI (1178).png,1
CWI (372),./data/CWI/CWI (372).png,1
CI (49),./data/CI/CI (49).png,0
CWI (860),./data/CWI/CWI (860).png,1
CWI (990),./data/CWI/CWI (990).png,1
MCWI (215),./data/MCWI/MCWI (215).png,2
CWI (408),./data/CWI/CWI (408).png,1
MCWI (283),./data/MCWI/MCWI (283).png,2
SOI (1146),./data/SOI/SOI (1146).png,3
SOI (228),./data/SOI/SOI (228).png,3
CWI (859),./data/CWI/CWI (859).png,1
SOI (693),./data/SOI/SOI (693).png,3
MCWI (401),./data/MCWI/MCWI (401).png,2
SOI (499),./data/SOI/SOI (499).png,3
MCWI (294),./data/MCWI/MCWI (294).png,2
CWI (398),./data/CWI/CWI (398).png,1
CI (31),./data/CI/CI (31).png,0
CI (238),./data/CI/CI (238).png,0
SOI (488),./data/SOI/SOI (488).png,3
MCWI (112),./data/MCWI/MCWI (112).png,2
CWI (244),./data/CWI/CWI (244).png,1
CWI (904),./data/CWI/CWI (904).png,1
SOI (155),./data/SOI/SOI (155).png,3
CI (1088),./data/CI/CI (1088).png,0
SOI (904),./data/SOI/SOI (904).png,3
SOI (751),./data/SOI/SOI (751).png,3
MCWI (826),./data/MCWI/MCWI (826).png,2
SOI (186),./data/SOI/SOI (186).png,3
SOI (1143),./data/SOI/SOI (1143).png,3
CWI (587),./data/CWI/CWI (587).png,1
MCWI (1182),./data/MCWI/MCWI (1182).png,2
MCWI (803),./data/MCWI/MCWI (803).png,2
SOI (19),./data/SOI/SOI (19).png,3
CWI (259),./data/CWI/CWI (259).png,1
SOI (602),./data/SOI/SOI (602).png,3
CI (202),./data/CI/CI (202).png,0
CI (749),./data/CI/CI (749).png,0
MCWI (1081),./data/MCWI/MCWI (1081).png,2
CWI (102),./data/CWI/CWI (102).png,1
CI (500),./data/CI/CI (500).png,0
MCWI (74),./data/MCWI/MCWI (74).png,2
SOI (566),./data/SOI/SOI (566).png,3
SOI (890),./data/SOI/SOI (890).png,3
CWI (314),./data/CWI/CWI (314).png,1
CWI (175),./data/CWI/CWI (175).png,1
CI (166),./data/CI/CI (166).png,0
CWI (817),./data/CWI/CWI (817).png,1
MCWI (672),./data/MCWI/MCWI (672).png,2
CI (83),./data/CI/CI (83).png,0
CWI (512),./data/CWI/CWI (512).png,1
CI (680),./data/CI/CI (680).png,0
MCWI (679),./data/MCWI/MCWI (679).png,2
CI (718),./data/CI/CI (718).png,0
CWI (38),./data/CWI/CWI (38).png,1
CI (55),./data/CI/CI (55).png,0
CI (489),./data/CI/CI (489).png,0
SOI (701),./data/SOI/SOI (701).png,3
CWI (295),./data/CWI/CWI (295).png,1
SOI (259),./data/SOI/SOI (259).png,3
CI (241),./data/CI/CI (241).png,0
CI (147),./data/CI/CI (147).png,0
CI (1023),./data/CI/CI (1023).png,0
CWI (1057),./data/CWI/CWI (1057).png,1
SOI (61),./data/SOI/SOI (61).png,3
CWI (661),./data/CWI/CWI (661).png,1
CWI (1144),./data/CWI/CWI (1144).png,1
MCWI (643),./data/MCWI/MCWI (643).png,2
CWI (583),./data/CWI/CWI (583).png,1
CWI (520),./data/CWI/CWI (520).png,1
CWI (931),./data/CWI/CWI (931).png,1
CWI (1129),./data/CWI/CWI (1129).png,1
SOI (762),./data/SOI/SOI (762).png,3
SOI (182),./data/SOI/SOI (182).png,3
CWI (569),./data/CWI/CWI (569).png,1
SOI (935),./data/SOI/SOI (935).png,3
CWI (598),./data/CWI/CWI (598).png,1
CWI (1167),./data/CWI/CWI (1167).png,1
SOI (851),./data/SOI/SOI (851).png,3
MCWI (453),./data/MCWI/MCWI (453).png,2
SOI (364),./data/SOI/SOI (364).png,3
CWI (756),./data/CWI/CWI (756).png,1
CI (732),./data/CI/CI (732).png,0
MCWI (318),./data/MCWI/MCWI (318).png,2
CWI (110),./data/CWI/CWI (110).png,1
MCWI (832),./data/MCWI/MCWI (832).png,2
CI (895),./data/CI/CI (895).png,0
MCWI (292),./data/MCWI/MCWI (292).png,2
MCWI (41),./data/MCWI/MCWI (41).png,2
CWI (996),./data/CWI/CWI (996).png,1
SOI (120),./data/SOI/SOI (120).png,3
CWI (1034),./data/CWI/CWI (1034).png,1
SOI (290),./data/SOI/SOI (290).png,3
MCWI (498),./data/MCWI/MCWI (498).png,2
SOI (905),./data/SOI/SOI (905).png,3
CI (208),./data/CI/CI (208).png,0
CWI (456),./data/CWI/CWI (456).png,1
CWI (535),./data/CWI/CWI (535).png,1
SOI (710),./data/SOI/SOI (710).png,3
CWI (571),./data/CWI/CWI (571).png,1
CI (975),./data/CI/CI (975).png,0
CI (491),./data/CI/CI (491).png,0
CWI (41),./data/CWI/CWI (41).png,1
SOI (438),./data/SOI/SOI (438).png,3
CWI (1127),./data/CWI/CWI (1127).png,1
SOI (150),./data/SOI/SOI (150).png,3
SOI (242),./data/SOI/SOI (242).png,3
SOI (447),./data/SOI/SOI (447).png,3
SOI (219),./data/SOI/SOI (219).png,3
MCWI (920),./data/MCWI/MCWI (920).png,2
CI (953),./data/CI/CI (953).png,0
MCWI (878),./data/MCWI/MCWI (878).png,2
SOI (36),./data/SOI/SOI (36).png,3
CWI (876),./data/CWI/CWI (876).png,1
SOI (136),./data/SOI/SOI (136).png,3
MCWI (491),./data/MCWI/MCWI (491).png,2
CWI (378),./data/CWI/CWI (378).png,1
CWI (480),./data/CWI/CWI (480).png,1
SOI (713),./data/SOI/SOI (713).png,3
SOI (316),./data/SOI/SOI (316).png,3
SOI (711),./data/SOI/SOI (711).png,3
CI (281),./data/CI/CI (281).png,0
SOI (900),./data/SOI/SOI (900).png,3
CI (561),./data/CI/CI (561).png,0
SOI (1028),./data/SOI/SOI (1028).png,3
CI (650),./data/CI/CI (650).png,0
CI (1063),./data/CI/CI (1063).png,0
SOI (176),./data/SOI/SOI (176).png,3
MCWI (303),./data/MCWI/MCWI (303).png,2
MCWI (147),./data/MCWI/MCWI (147).png,2
CI (171),./data/CI/CI (171).png,0
SOI (27),./data/SOI/SOI (27).png,3
CI (696),./data/CI/CI (696).png,0
SOI (12),./data/SOI/SOI (12).png,3
CWI (395),./data/CWI/CWI (395).png,1
MCWI (1143),./data/MCWI/MCWI (1143).png,2
MCWI (1060),./data/MCWI/MCWI (1060).png,2
SOI (1195),./data/SOI/SOI (1195).png,3
CI (1015),./data/CI/CI (1015).png,0
CI (217),./data/CI/CI (217).png,0
CWI (9),./data/CWI/CWI (9).png,1
CWI (941),./data/CWI/CWI (941).png,1
CWI (308),./data/CWI/CWI (308).png,1
CI (956),./data/CI/CI (956).png,0
SOI (1067),./data/SOI/SOI (1067).png,3
SOI (689),./data/SOI/SOI (689).png,3
CI (767),./data/CI/CI (767).png,0
SOI (480),./data/SOI/SOI (480).png,3
SOI (445),./data/SOI/SOI (445).png,3
CWI (88),./data/CWI/CWI (88).png,1
CI (1077),./data/CI/CI (1077).png,0
MCWI (119),./data/MCWI/MCWI (119).png,2
SOI (939),./data/SOI/SOI (939).png,3
CWI (1032),./data/CWI/CWI (1032).png,1
MCWI (910),./data/MCWI/MCWI (910).png,2
MCWI (722),./data/MCWI/MCWI (722).png,2
CI (636),./data/CI/CI (636).png,0
CI (720),./data/CI/CI (720).png,0
CWI (872),./data/CWI/CWI (872).png,1
CI (675),./data/CI/CI (675).png,0
MCWI (549),./data/MCWI/MCWI (549).png,2
SOI (654),./data/SOI/SOI (654).png,3
CI (950),./data/CI/CI (950).png,0
CWI (388),./data/CWI/CWI (388).png,1
MCWI (1191),./data/MCWI/MCWI (1191).png,2
CWI (166),./data/CWI/CWI (166).png,1
MCWI (409),./data/MCWI/MCWI (409).png,2
CI (699),./data/CI/CI (699).png,0
